EstablishmentName,Easting,Northing
Gascoigne Primary School,544442,183568
Tabernacle School,523982,180245
Wykeham Primary School,552089,187056
Greek Primary School of London,519880,180631
Hitherfield Primary School,531122,172473
Tudor Lodge School,530285,162101
Susi Earnshaw Theatre School,524619,196472
Alexander McLeod Primary School,546803,178377
Hugh Myddelton Primary School,531473,182684
Brunswick Park Primary School,532820,177188
Hunters Hall Primary School,549595,185391
Southwood Primary School,548106,185779
Portway Primary School,540055,183597
Christchurch Primary School,544066,187093
Old Ford Primary School,536596,183433
Harrow College,515088,191765
Muswell Hill Primary School,528962,189695
Henry Fawcett Primary School,531198,177886
Risley Avenue Primary School,533204,190768
Gallions Primary School,543682,181384
Harris Academy Merton,529866,168628
Kisharon College,523412,189671
Leap Service -  the National Autistics Society,519700,179954
Avigdor Hirsch Torah Temimah Primary School,522571,185971
Nash College,539695,165532
Kingsley Primary School,531106,166397
St Antony's RC Primary School,540527,184370
The Royal Docks Community School,541306,181070
South Park Primary School,545504,186420
St Mary and St Michael Primary School,535206,181217
Hillingdon Manor School,507624,181664
Orchard Hill College of Further Education,528908,163725
The Noam Primary School,518634,186194
The Orion Primary School,521526,190545
Maria Montessori School,526875,185297
Acorn Independent College,512969,180394
Burwood School,547509,165568
West Middlesex College,504598,183333
Getters Talmud Torah,532915,187972
Kingsford Community School,542700,181463
Manor Oak Primary School,547926,167914
Greenwich Steiner School,540271,177777
Sakutu Organisation Montessori,523137,186571
Westbridge Primary School,527035,176960
Victoria Drive Primary Pupil Referral Unit,528207,175831
Springfield Christian School,536700,172471
Bancrofts Preparatory School,540401,193151
St John and St James CofE Primary School,535310,185044
Portman Early Childhood Centre,527133,182034
Aragon Primary School,523946,166995
Garden Primary School,529751,168655
Malmesbury Primary School,526267,166961
"Saint Cecilia's, Wandsworth Church of England School",524589,173511
Highfield Primary School,532041,194019
Thames Christian College,526851,175902
Kingsgate Primary School,525140,184253
Seven Sisters Primary School,532970,188826
Highlands School,530985,196131
Crane Park Primary School,512518,172690
Fairholme Primary School,508889,173237
Forge Lane Primary School,512130,171100
Green Dragon Primary School,518364,177913
Harris Girls' Academy East Dulwich,535230,174963
Walthamstow Academy,536929,190810
"Tawhid Boys School, Tawhid Educational Trust",533747,186842
Engayne Primary School,557104,188172
CACFO Education Centre,531996,169283
Schoolhouse Education,543593,179077
The Lloyd Williamson School,524162,181872
Sir John Heron Primary School,542595,185608
Holland Park Pre-Preparatory School,524572,179086
Rosemary Works School,532865,183768
London Islamic School,534943,181482
Conway Primary School,545112,178560
Plaistow Primary School,540838,183368
Kaizen Primary School,540673,182308
Barking and Dagenham Tuition Service,547792,184149
Eglinton Primary School,543464,177512
Deansfield Primary School,543353,175720
La Swap Sixth Form,,
Abbotsfield - Swakeleys Post 16 Centre,,
Lantern of Knowledge Secondary School,538062,186913
Sydenham and Forest Hill Sixth Form,,
The Crest Sixth Form,521993,186425
Sutton College of Learning for Adults,525783,164053
London School of Theology,508684,191622
Hillcroft College,518293,167244
Orchard Lodge,534224,169888
Wildwood Montessori School,539835,177566
The Service for Deaf and Partially Hearing Children,541046,182696
St John's and St Clement's Primary School Co Hearing Impaired Unit,534049,175559
Wimbledon School of Art,524415,169773
Camberwell College of Arts,533393,176757
London College of Printing & Distributive Trades,531909,178989
Inchbald School of Design,528188,178873
Early Years Assessment Service and Centre Co Manford Primary School,545550,192178
Allenby Tutorial Trust,535847,173422
Hillcrest,532870,170843
Stratford Circus,538897,184586
Lammas School and Sports College,536942,187070
St Elizabeth Catholic Primary School,535266,183334
Bishop Challoner Catholic Collegiate Boys School,535454,181196
Mazahirul Uloom School,535764,182196
Kings Avenue School,530026,174783
Woodlands School,518666,190936
Kingsley High School,514316,191068
Kew Riverside Primary School,519786,176433
Pardes House Primary School,524942,190464
Beis Yaakov Primary School,520792,189548
The School of the Islamic Republic of Iran,525204,183057
Greig City Academy,530501,189293
Willow Dene School,545325,176972
Waterside School,544602,178478
Oaks Park High School,545026,188695
Hawkesdown House,525269,180237
Cressey College,534577,167695
Side by Side Kids School,534923,187306
The Livity School,530278,174656
The Michael Tippett School,532080,175340
Hampton Court House School,515370,169020
Ealing Independent College,517498,180597
Kings Kids Christian School,536339,177564
Menorah High School,522082,186300
Al Falah Primary School,534666,186148
The William Hogarth Primary School,521192,178039
Hospital Home and Education Units co St Mary's Hospitial Tuition Unit,526781,181380
Noor Ul Islam Primary School,538314,186822
Keys Meadow School,536511,199252
Mayville Primary School,539156,186478
Cambridge Tutors College,533004,164863
The Hospital and Home Tuition Sick Children's Service,532605,176102
Nancy Reuben Primary School,523556,189371
William Morris Sixth Form,523862,178222
Torah Vodaas,524831,187004
Jo Richardson Community School,547584,183747
Lansbury Lawrence Primary School,537693,181255
Loughborough Primary School,531716,176212
Summerhouse Primary Pupil Referral Unit,534305,174198
Yesodey Hatorah Senior Girls School,533959,187840
The Brooke House Sixth Form College,534805,186280
The Northgate School,519772,191079
Ruislip High School,510448,186302
Oxford Education Centre,455360,204612
Al-Mizan School,534293,181595
Stag Lane Pupil Referral Unit at Library Buildings,520208,189437
Jubilee Primary School,531108,174289
Hillview Nursery Centre,514569,186734
St. Dominic's Catholic Primary School,536148,184781
Mulberry Primary School,534039,190372
JFS,519199,188305
Marshgate Primary School,518896,174985
Link Primary School,530353,164868
Link Secondary School,530662,164879
Northgate School,519772,191079
The Smart Centre,525960,167107
The Business Academy Bexley,548240,179613
St Thomas of Canterbury Catholic Primary School,528132,168862
Ravensbourne,539279,179966
Rose Bruford College,546526,173217
Queen Mary and Westfield College,536016,182267
University of East London,543391,180748
City University,531738,182693
London Metropolitan University,531120,185351
Kingston University,517796,168790
Middlesex University,529271,197404
The Royal Veterinary College,529548,183646
London Business School,527645,182454
Royal Academy of Music,528321,182141
Central School of Speech and Drama,526706,184406
London South Bank University,531869,179427
King's College London,531077,180142
Trinity Laban,537590,177455
University of Greenwich,538695,178060
"Goldsmiths College, University of London",536540,176850
Roehampton University,522005,174361
St George's Hospital Medical School,526995,171396
University of the Arts London,524415,169773
"Imperial College of Science, Technology and Medicine",526549,179525
Royal College of Music,526643,179391
Royal College of Art,526529,179619
Institute of Cancer Research,526873,178394
"St Mary's University College, Twickenham",515805,172252
Brunel University,506024,182654
University of Westminster,528922,181397
The Royal College of Nursing,528747,181306
University of the Arts London,528522,181013
University of West London,517844,179995
University College London,529589,182302
London School of Hygiene & Tropical Medicine,529790,181879
University of London,529987,181892
Birkbeck College,529884,181947
Institute of Education,529934,182166
School of Oriental and African Studies,529885,182040
Conservatoire for Dance and Drama,529865,182529
The School of Pharmacy,530349,182356
London School of Economics and Political Science,530778,181130
Beachcroft School,526520,183764
Oakdale Junior School,540973,190096
Oakdale Infants' School,540779,190138
Gearies Junior School,543593,188868
Gearies Infants' School,543556,188814
Churchfields Junior School,540188,190783
Churchfields Infants' School,540381,190689
Parkhill Infants' School,543057,189755
Parkhill Junior School,543057,189755
The Tuition Centre,554382,187045
St Mark's Church of England Academy,528471,169091
Blenheim Primary School and Nursery,547503,165864
Larmenier & Sacred Heart Catholic Primary School,523812,178559
Eridge House Preparatory School,524569,176402
The Bridge School,529300,185900
Home and Hospital Service,533135,193394
Gatton (VA) Primary School,527418,171774
Moving On Pupil Referral Unit,532428,164962
Unicorn Primary School,537774,167753
Islamic Shakhsiyah Foundation,532769,188618
Upland Primary School,548550,175796
The Villa,533607,176298
Rainbow School for Children with Autism,526685,174879
Courtauld Institute of Art,530773,180770
Malmesbury Primary School,536787,182835
Tweeddale Primary School,526771,166599
Wickham Court School,539003,164766
Larkswood Primary School,537731,192879
Orchard School,546869,171190
L'Ecole Bilingue Elementaire,526591,181847
Crossways Sixth Form,536220,176103
Petts Hill Primary School,513727,185115
City of London Academy (Southwark),534379,178443
Harris Academy at Peckham,533853,176621
Capital City Academy,522520,183720
Toras Hashem Primary School,523748,188821
Suffah Primary School,512990,174597
Al-Noor Primary School,546788,187049
Keston Primary School,531303,157829
Normand Croft Community School for Early Years and Primary Education,524788,177797
Whittington Hospital Class,529141,186954
Starks Field Primary School,533401,193924
Oasis Academy Enfield,536783,199005
St Mary Magdalene Academy,531162,184855
St Augustine of Canterbury CofE VA Primary School,548919,178971
"Christ Church, Erith,CofE VA Primary School",550983,177699
Redbridge Tuition Service,544644,190265
Alec Reed Academy,511916,183962
Hopewell School (Harmony House),544891,184730
Olive Tree School,537949,174408
Right Choice Project,543717,178958
The Anchor School,525675,165869
Azhar Academy,540196,184939
Davidson Primary School,533675,166776
Kensington Avenue Primary School,531394,169670
The Orchard School,530737,173392
Focus School - Barnet Campus,526516,194473
The From Boyhood To Manhood Foundation,533243,177445
RHIS School (Incorporating ALTE School),532713,167922
Imam Zakariya Academy,541111,185137
Walthamstow Montessori School,537060,190596
Phoenix Academy,534968,193979
Al-Khair School,533084,166209
Jamiah Madaniyah Primary School,541589,184528
Eagle House School,527783,169243
Ealing Primary Centre,514849,183439
Quwwatt Ul Islam Girls School,540521,184793
New Regent's College,532578,182905
Lubavitch Ruth Lunzer Girls Primary School,533621,187688
One One Five Behaviour Support Service Resource Base,529456,185414
Notting Hill Preparatory School,524376,181269
Heathfield House School,520332,178281
"Discovery Bay PRU With Hospital, Home and Outreach Teaching Team",527911,193513
Woodcroft Primary School,521082,191423
Chestnuts Primary School,532327,188862
North Harringay Primary School,531344,189139
Silburn Reid,531427,171016
Mossbourne Community Academy,534509,185417
Chelsea Independent College,525591,177234
Wisdom School,532725,189389
Bishop Ridley Church of England VA Primary School,545185,175462
The Gower School,530947,183144
Stockley Academy,506879,181159
London Academy,518603,192995
Avenue Nursery and Pre-Preparatory School,528654,187982
Oliver House Preparatory School,528697,174248
London East Academy,534293,181595
Ecole Du Parc,528463,175646
Lambeth Academy,529241,174795
Wetherby Preparatory School,525229,180931
Bellerbys College London,537449,177699
Brent Education Tuition Service,520798,184509
The John Barker Centre,545053,186918
Broadfields Primary School,519590,193724
Ravenstone Preparatory School and Nursery,526379,179197
Focus School - Carshalton Campus,528534,161625
Regent College,513147,187720
Rye Oak School,534641,175729
Abingdon House School,527282,182181
New Directions,539353,182615
St John's CofE School Stanmore,516545,192718
Kew Green Preparatory School,518820,177707
Brook Community Primary School,534440,185098
The Harefield Academy,505830,190837
Sutton Tuition and Reintegration Service,527838,162674
Haberdashers' Aske's Knights Academy,540266,171826
Ellern Mede School,522140,193193
Haberdashers' Aske's Hatcham College,535996,176135
The Westside Independent School,524422,182516
Akiva School,525517,190047
Oak Heights Independent School,513780,175725
London Christian Learning Centre,541914,185448
Selwyn Primary School,538136,191542
North Bridge House Prep School,528627,183598
Gilbert Scott Primary School,536133,163245
Ayesha Siddiqa Girls School,512632,179976
Gloucester House the Tavistock Children's Day Unit,526657,185120
Parayhouse School,524737,176318
Our Lady and St George's Catholic Primary School,538094,189757
Cedars Manor School,514232,190906
Martin Primary School,526982,190033
Riverside School,547397,169337
King Solomon Academy,527124,181914
Harris Academy South Norwood,533964,168575
"Southwark Inclusive Learning Service KS3, KS4 & Sils+",533743,177638
The Rosary Catholic Primary School,513081,177758
St Matthew Academy,538885,175764
L'Ecole de Battersea,527035,176522
Maple Walk School,521723,183724
Harris City Academy Crystal Palace,533846,169827
Walworth Academy,533441,178209
Ashcroft Technology Academy,524639,174575
Khalsa College London,514828,188204
Southover Partnership School,526250,191906
St Michael and All Angels CofE Academy,532010,177196
Christian School of London,530235,186135
Evelyn Grace Academy,531808,175242
Bacon's College,536060,179931
London Christian School,532562,179654
Heythrop College,525688,179413
Guildhall School of Music and Drama,532448,181789
Harris Federation Post 16,533373,170622
Excellence Christian School,535013,183533
Harrow Collegiate,514664,190200
Winston House Preparatory School,540129,190669
Khalsa VA Primary School,513222,178601
Insights Independent School,516656,180647
Wren Academy,526936,192013
Woodcote Primary School,529730,160568
Chelsea Academy,526279,177011
Treehouse School,528413,189124
Brimsdown Primary School,536016,196954
Hawkswood Primary PRU,538211,195577
Orchard Primary School,513018,174913
ARK Globe Academy,532629,179134
City of London Academy - Islington,532038,183639
Branfil Primary School,555207,185949
Ark Academy,519303,186588
Iqra Primary School,529997,174534
Snowflake School,525243,178703
Oasis Academy Coulsdon,531589,157353
The Tutorial Foundation,540925,169874
Pimlico Academy,529431,178226
Harris Academy Falconwood,545184,175273
Kestrel House School,530211,188078
Red Balloon Learner Centre - Northwest London,515734,187869
Plaistow Jamia Islamia,540467,183053
Falcons Preparatory School for Boys,518060,175439
Morasha Jewish Primary School,525676,191777
Young Dancers Academy,523337,180004
JCoSS,526710,196751
Saint John Bosco College,523812,173613
One World Preparatory School,521076,179951
North West London Independent Special School,521766,180547
Fashion Retail Academy,529615,181475
Eagle House School Sutton,526019,163065
The Bexley Pupil Referral Service,547539,179438
Crowlands Primary School,550109,188376
Harris Boys' Academy East Dulwich,534515,174895
Bedfont Primary School,509086,174388
"The City Academy, Hackney",535413,185117
Freshsteps,535525,193945
Prendergast - Vale College,537905,175732
Heartlands High School,530345,190441
The Woodlands  Montessori Preparatory School,538332,185651
Chatsworth Primary School,514365,175245
Marathon Science School,536034,178633
Haberdashers' Aske's Crayford Academy,551773,175177
Harris Academy Purley,531826,163259
Oasis Academy Hadley,535878,198180
Oasis Academy Shirley Park,534874,166649
The Crest Girls Academy,521993,186425
The Crest Boys' Academy,521993,186425
Stephenson School,524448,182262
Assunnah Primary School,533846,190314
Faraday School,539416,180796
Trinity School,535547,171804
Ad-Deen Primary School,544272,185510
Edgware Jewish Girls - Beis Chinuch,519102,191863
Ohel Blima Rochel Bobov Girls School,533941,188042
Hopewell School (Bartram),536283,174483
Unity School,517523,178507
Dagenham Park CofE School,549623,183932
Education Links,539471,183986
Lady Nafisa Independent Secondary School for Girls,513770,175111
East London Independent Special School,539263,185011
Abbey College,528713,179210
Broadmead Primary School,532944,167143
Chepstow House School,525229,180931
New Hope Christian Academy,533695,175121
Ayasofia Primary School,534898,181701
Drapers' Academy,555206,192457
Wize Up,541842,174980
Cambridge Heath Sixth Form,,
Focus School - Harrow Primary Campus,515867,188298
StreetVibes Media Academy,542505,174452
Hampton Academy,513129,171293
Twickenham Academy,513851,172975
The Priory Lodge School,521595,175173
Ebrahim Academy,534350,181496
Skinners' Academy,532255,187775
Islington Sixth Form Consortium,,
Aylward Academy,532917,192731
Frederick Hugh House,527032,177715
Nightingale Academy,535338,194582
Hammersmith Academy,522638,179509
Heston Primary School,513255,177466
The Quest Academy,535903,163120
Richmond Park Academy,521022,175147
Stradbroke,541691,189979
The Pier Head Preparatory Montessori School,535460,180620
Oleander Preparatory School,530479,173576
The Holmewood School London,525774,192586
Baston House School,540912,165589
Chadwell Heath Academy,546883,188007
Kemnal Technology College,546848,170207
Cuckoo Hall Academy,535446,194887
Durand Academy,530946,176761
"Queen Elizabeth's School, Barnet",523744,196731
The Charter School,532849,174779
Ashmole Academy,529324,194021
Kingsdale Foundation School,533216,172108
Kingsmead School,534226,196459
Guru Nanak Academy,511258,180073
Erith Secondary School,550537,177255
Beths Grammar School,549557,174146
Lampton Academy,513439,176624
Darrick Wood School,543802,164935
Roger Ascham Primary School,536753,190767
Yardley Primary School,537956,195499
Bexley Grammar School,546489,175163
Beit Shvidler Primary School,519756,192430
Hillyfield Primary School,536262,190062
The Compton School,527295,191678
Drumbeat School and ASD Service,540047,172372
George Carey Church of England Primary School,546391,182286
Christ the Saviour Church of England Primary School,517691,180814
Platanos College,530694,176630
Coopers Technology College,544319,169675
Bishop Justus CofE School,542300,166663
Beaverwood School for Girls,545368,170915
The Lighthouse Group (TLG) Centre,522847,178488
RR6,,
Ravens Wood School,541797,165342
Haydon School,509962,189644
Cranford Community College,510734,177722
Cheam Park Farm Junior School,524416,165161
"Trinity Church of England School, Belvedere",550151,178565
The Ravensbourne School,540682,168046
Charles Darwin School,542640,159356
Newstead Wood School,544472,165153
Whitehorse Manor Infant School,532842,168080
Whitehorse Manor Junior School,532842,168080
Ecclesbourne Primary School,532135,167577
The Brittons Academy Trust,551859,184206
Langley Park School for Boys,537798,167371
East Wickham Infant School,546123,176548
The Coopers' Company and Coborn School,556786,186575
The Tiffin Girls' School,518089,170985
Wilson's School,530432,163861
Swakeleys School for Girls,507941,183191
Hayes School,540620,165814
Claremont High School,518305,188663
East Barnet School,527778,195482
Abbs Cross Academy and Arts College,553190,186128
Dulwich Hamlet Junior School,532981,174097
Brampton Manor Academy,541769,182383
Rise Education,527554,169071
Bullers Wood School,542533,169755
Queensmead School,511763,185530
Gonville Academy,530728,167907
Welling School,546941,176454
Wood End Academy,514535,185161
PPP Community School,518783,178064
Al-Futuwwa School,544159,184860
La Scuola Italiana A Londra,524256,180088
West London Free School,522894,178875
Overton Grange School,525710,163007
Uxbridge High School,506018,183113
West Thornton Primary School,530778,167053
Cheam High School,524151,164535
Sutton Grammar School,526120,164447
Wallington High School for Girls,529016,162617
Nonsuch High School for Girls,523770,163313
Westbourne Primary School,525125,165290
Carshalton High School for Girls,527532,164987
Wallington County Grammar School,528934,164954
Carshalton Boys Sports College,527120,165871
Greenshaw High School,526548,165719
St Luke's Church of England Primary,525293,185898
Eden Primary,528278,189998
Cranford Primary,510511,176224
Beis Yaakov Girls School,533087,187568
Chestnut Grove School,528283,173354
Tiffin School,518627,169465
Glenthorne High School,525279,166203
Warren Road Primary School,545712,164469
Hayes Primary School,540917,166336
Willow Bank Primary School,547622,179744
Aldborough E-ACT Free School,545304,187848
Etz Chaim Jewish Primary School,522029,192076
Barking Riverside School,546387,182288
Woodpecker Hall Primary Academy,535488,194988
Stratford School,540427,184397
Graveney School,528592,170936
Langley Park School for Girls,538021,167339
Rivers Academy West London,509821,173842
Canary Wharf College,538006,178555
The Family School At Larkhall,530284,173980
Radnor House,515956,172690
Nower Hill High School,513351,189250
Darrick Wood Infant School,543802,164935
Stewart Fleming Primary School,535126,168971
The Campion School,554726,189394
UK Community College,538777,184240
Tolworth Girls' School & Sixth Form,518681,165343
Green Street Green Primary School,545766,163569
Pickhurst Infant School,539640,167158
Pickhurst Junior School,539640,167158
Park High School,517685,190370
Rosedale College,509083,181288
Hewens College,508346,182206
The Palmer Catholic Academy,545277,187125
Dunraven School,530821,172106
Enfield Grammar School,532700,196652
ARK Oval Primary Academy,533053,166054
Harris Academy Beckenham,537430,168596
Queen Elizabeth's Girls' School,524845,196314
Bexleyheath Academy,549194,175388
St Edward's Church of England School & Sixth Form College,549396,188164
The London Oratory School,525516,177432
Harrow High School and Sports College,515974,188106
Bentley Wood High School,515553,192260
The UCL Academy,530452,181648
"The Albany, A Business and Enterprise College",552646,186721
David Livingstone Primary School,532387,169539
Hall Mead School,556865,187459
Rooks Heath High School,512955,186076
Canons High School,518709,190352
Hatch End High School,513935,190977
Balgowan Primary School,536503,169103
Drayton Manor High School,515577,180978
Sacred Heart of Mary Girls' School,555627,186604
Valley Primary School,539599,169471
Biggin Hill Primary School,542282,159261
Tarbiyyah Primary School,510723,176681
Corpus Christi Catholic Primary School,530706,174698
Richard Challoner School,520779,166528
Independent Jewish Day School,523787,188927
Bnei Zion Community School,533873,188024
ARK Atwood Primary Academy,524423,182533
Burnside Secondary PRU,536979,191832
ARK Conway Primary Academy,522054,180889
Cats College London,530364,181581
The St Marylebone CofE School,528296,181984
Whitefield School,523520,187587
Hurstmere School,547061,173167
The Totteridge Academy,524632,194876
Harris Academy Bromley,536308,170396
Northumberland Heath Primary School,549876,177175
Mill Hill County High School,521380,193756
Christ's College Finchley,525672,189571
The New North Academy,532215,184031
Redden Court School,554725,189873
Bishop Ramsey Church of England School,510324,187865
Harris Primary Academy Peckham Park,534433,177091
Emerson Park School,555559,188013
Peareswood Primary School,551660,176927
The Ursuline Academy Ilford,543549,186884
Chislehurst and Sidcup Grammar School,546606,172862
Oasis Academy Johanna,531185,179665
Tidemill Academy,537351,177206
Clapton Girls' Academy,535150,185780
Corelli College,542034,176480
Academy De London,537369,188879
Opal College London,537453,182930
Peninim,524396,187953
Beis Ruchel D'Satmar London,533613,187732
Alif Academy,541504,184010
Wandle Valley School,527436,166545
New London College,513362,175531
Alexandra Park School,529125,190891
Hasmonean High School,523775,190136
Twyford Church of England High School,519635,180375
Highams Park School,538793,191859
Belleville Primary School,527681,174732
William Tyndale Primary School,531770,184284
Croydon Metropolitan College,532415,164747
The Holy Family Catholic Primary School,519197,181676
Lime Tree Primary School,518354,167212
Feltham Community College,511218,172870
Bishopshalt School,506940,182635
Vyners School,506711,185521
Hendon School,523568,188931
Quintin Kynaston School,526552,183679
Redriff Primary School,536369,179935
The Willows School Academy Trust,511943,182082
Chingford House School,537552,191668
Educational Excellence,532546,164046
Hawkswood,538211,195577
The Hollyfield School and Sixth Form Centre,518430,167792
St Catherine's Catholic School for Girls,549953,175009
Sir William Burrough Primary School,536504,181262
Crofton Junior School,544622,166870
Kingsbury High School,519617,189280
Forest Academy,546554,192112
Featherstone High School,512061,179053
Woodside High School,531614,191115
Norbury Manor Business and Enterprise College for Girls,531181,169684
Townley Grammar School,548781,174532
Shirley High School Performing Arts College,535883,165190
Unity Girls High School,522147,187851
Bethnal Green Academy,534008,182708
La Chouette School,518078,180855
Leaways School,535096,186724
Wiznitz Cheder School,533690,187564
Rann Horizon School,529677,157394
Avanti Court Primary School,544748,189739
Northwood School,510520,190656
Barnhill Community High School,511160,182493
Coombe Girls' School,520889,169344
St Agatha's Catholic Primary School,518774,170626
Coombe Boys' School,522052,167718
The Abbey College In London,530303,181747
Limespring School,527311,189206
Chiswick School,520934,177319
Southborough High School,518286,165452
The Douay Martyrs Catholic School,507926,185611
"Gumley House RC Convent School, FCJ",516073,175779
Tubbenden Primary School,544854,165018
Sacred Heart High School,523435,178678
Isleworth and Syon School for Boys,515270,177040
St James' Roman Catholic Primary School,543870,167619
St James the Great RC Primary and Nursery School,531853,169172
Blackfen School for Girls,546868,174297
St Martin in the Fields High School for Girls,531466,173379
Convent of Jesus and Mary Language College,521701,183616
St Mark's Catholic School,513010,175635
European College for Higher Education,533127,189275
The Henrietta Barnett School,525566,188467
TTD Gur School,532795,187306
The Priory School,547332,166105
"Education and Youth Services Ltd (Croydon, Surrey)",532525,165277
Lubavitch House School (Senior Girls),533621,187688
Grangewood School,510131,188837
Moorcroft School,506923,181405
Riddlesdown Collegiate,533324,160251
Woodcote High School,529623,160694
School 21,539083,184063
Wapping High School,534748,180797
Kingfisher Hall Primary Academy,535446,194887
St Joseph's College,531693,170757
Avanti House School,514967,190056
Lubavitch Junior Boys,533813,187713
The Greenwich Free School,542669,176775
Emmanuel Community School,536839,189442
Hartsbrook E-Act Free School,533650,189353
City Gateway 14-19 Provision,534211,180707
Southwark Free School,534614,177589
Hackney University Technical College,533326,183062
Reach Academy Feltham,510573,172820
Bolingbroke Academy,527035,176960
Harris Primary Free School Peckham,533824,176735
Rimon Jewish Primary School,524831,187004
Cet Primary School Westminster,526802,181637
Cet Primary School Tower Hamlets,536787,182835
Westminster City School,529272,179311
The Grey Coat Hospital,529594,179104
Chingford Hall Primary School,536931,191785
The Frances Bardsley Academy for Girls,552491,188325
St Cyprian's Greek Orthodox Primary School,532260,169543
Willow Brook Primary Academy,537243,187075
Parkside Studio College,509087,181288
Clannad Education Centre,545865,166897
Enfield Heights Academy,535211,197901
Kings London,536705,169465
ASD Learning Centre-Welling,547048,175736
London Academy of Excellence,538720,184144
Wandsworth Preparatory School,526286,174346
Harris Primary Academy Coleraine Park,534536,190592
Harris Primary Academy Philip Lane,532605,189353
Harris Academy Greenwich Park,541806,174461
William Morris School,536379,190898
Wembley High Technology College,517203,186265
Salvatorian Roman Catholic College,515128,190321
The Holy Cross School,521047,167983
Teddington School,517446,170646
Waldegrave School for Girls,514710,172450
Harris Academy Morden,526739,167418
Robert Fitzroy Academy,533624,167092
Vishnitz Girls School,532752,187222
Isaac Newton Academy,545080,186864
Charlton Park Academy,542173,177854
Buttercup Primary School,534240,180775
Hillside Primary School,547213,166614
Noel Park Primary School,531474,190204
Trinity Primary Academy,530587,190903
Harrow Primary School,516173,188107
La Petite Ecole Bilingue,523934,181421
Lady Margaret School,525134,176562
Sudbury Primary School,516584,185882
Queens Park Community School,523635,183910
Alperton Community School,518492,184101
Crofton Infant School,544822,166769
St Thomas Becket Catholic Primary School,534345,167335
Cranford Park Academy,509803,178578
Wood End Park Academy,508440,181011
Grasvenor Avenue Infant School,525422,195265
St Columba's Catholic Boys' School,549876,174751
Orleans Park School,516818,173617
Alpha Preparatory School,538331,189406
ARK Bentworth Primary Academy,522755,181081
ARK Putney Academy,523386,174365
Southfields Academy,525391,173342
Millbank Academy,529889,178598
Thames View Infants' School,546165,183070
Copthall School,522483,191460
Cleeve Park School,547451,172108
Oasis Academy Byron,530576,158804
Krishna-Avanti Primary School,519166,190876
Latchmere School,518683,170670
Barclay Primary School,538623,188214
Chingford Foundation School,538024,194236
Brookfield House School,539135,191548
The St Michael Steiner School,511565,171816
La Petite Ecole Bilingue,528155,185326
Eq-Iq School,516610,193327
Hopewell Special School (Willesden),522607,184614
Hafs Academy,538987,185161
Octavia House,530865,178198
Grey Court School,517406,172452
Goose Green Primary School,533707,175360
Rush Croft Sports College,537754,191405
Lit College,537131,187082
Heston Community School,513320,177368
Upminster Infant School,556105,186509
Upminster Junior School,556105,186509
Sacred Heart Catholic School,532238,176847
St Michael's Catholic College,534205,179715
Shooters Hill Post-16 Campus,543357,176968
Al-Ashraaf Secondary School,534941,184267
Belmore Nursery and Primary School,510973,182641
The Woodside Primary Academy,538380,189924
Ta - Leem Academy,534862,184496
The Aerodrome School,531710,164071
Brentford School for Girls,517692,177626
St Ann's CofE Primary School,532749,188730
St Michael's CofE Primary School,530749,190633
St Paul's and All Hallows CofE Infant School,534195,191095
St Paul's and All Hallows CofE Junior School,534107,191404
East London Islamic School,536982,181356
Date Palm Primary School,535238,181937
L'ecole Internationale Franco-Anglaise Ltd,528636,181619
Holy Trinity CofE Primary School,533870,189638
Area 51 Education Ltd,530711,190006
Connaught School for Girls,539036,187172
Coteford Junior School,510137,188820
St Matthew's CofE Primary School,506021,180428
Cowley St Laurence CofE Primary School,505578,181898
Bower Park School,551141,191853
Whittingham Community Primary School,536198,190596
Preston Manor School,518689,186629
Rose House Montessori School,535765,172818
St Thomas More Catholic School,531069,191209
Haringey Sixth Form Centre,533480,191498
Fulham College Boys' School,524042,176935
Fulham Cross Girls' School and Language College,524106,177335
St George's Catholic School,525795,183125
