Address3,County (name),EstablishmentName,Gender (name),LA (name),Locality,Postcode,StatutoryHighAge,StatutoryLowAge,Street,Town,TypeOfEstablishment (name),Easting,Northing,lat,lng
,,Central Park Primary School,Mixed,Newham,,E6 3DW,11,3,Central Park Road,London,Community School,541903,183146,51.52939929612544,0.044311760993122846
,,Hasmonean Primary School,Mixed,Barnet,Hendon,NW4 2PD,11,3,8-10 Shirehall Lane,London,Voluntary Aided School,523711,188555,51.58228563566965,-0.21589852909308158
,Essex,Highlands Primary School,Mixed,Redbridge,,IG1 3LE,11,3,Highlands Gardens,Ilford,Community School,542552,187390,51.56737085652043,0.05537949433156963
,,Stephen Hawking School,Mixed,Tower Hamlets,,E14 7LL,11,2,Brunton Place,London,Community Special School,536313,181188,51.51318049987274,-0.03697919438744251
,,Beis Soroh Schneirer,Girls,Barnet,Wilberforce Road,NW9 6AX,11,3,Arbiter House,West Hendon,Other Independent School,522038,188284,51.580214568820004,-0.2401261652162519
Plaistow,,Promised Land Academy,Mixed,Newham,Webb Gardens,E13 8SR,16,4,St Cedd's Hall,London,Other Independent School,540338,182445,51.523491057135324,0.021486696421711953
,Surrey,Oakwood School,Mixed,Croydon,,CR8 2AN,11,2,59 Godstone Road,Purley,Other Independent School,531891,160733,51.33040714349677,-0.10827201029457517
,,Barn Croft Primary School,Mixed,Waltham Forest,Walthamstow,E17 8SB,11,3,2 Brunel Road,London,Community School,536237,188187,51.57609261399436,-0.035366443827271304
,,Brondesbury College London,Boys,Brent,,NW6 7BT,16,11,8 Brondesbury Park,London,Other Independent School,524031,184135,51.54249288523491,-0.21284051725041678
,,The Petchey Academy,Mixed,Hackney,Hackney,E8 2EY,16,11,Shacklewell Lane,London,Academy Sponsor Led,533788,185403,51.55166092379938,-0.07174451117644069
,Surrey,Richmond Adult Community College,Mixed,Richmond upon Thames,,TW9 2RE,99,16,Parkshot,Richmond,Further Education,518005,175296,51.4643433667007,-0.3026480725887924
,,Stroud Green Primary School,Mixed,Haringey,,N4 3EX,11,3,Woodstock Road,London,Community School,531286,187275,51.56907084178264,-0.1071112586238428
,Surrey,Fern Hill Primary School,Mixed,Kingston upon Thames,,KT2 5PE,11,3,Richmond Road,Kingston upon Thames,Community School,518141,170709,51.423088915077784,-0.30222078381768364
,Essex,Trinity School,Mixed,Barking and Dagenham,,RM10 7SJ,19,3,Heathway,Dagenham,Community Special School,549068,185966,51.552892633734395,0.14872037190103024
,Surrey,Culvers House Primary School,Mixed,Sutton,,CR4 4JH,11,3,Orchard Avenue,Mitcham,Community School,528211,166309,51.38135981717943,-0.15905550831890222
Thamesmead,,Discovery Primary School,Mixed,Greenwich,,SE28 0JN,11,3,Battery Road,London,Community School,545486,180007,51.500282974500216,0.09463358813435561
,Kent,Oakwood School,Mixed,Bexley,,DA7 6LB,16,11,Woodside Road,Bexleyheath,Community Special School,550721,175133,51.45511926860937,0.16791914644601783
,,Talmud Torah Tiferes Shlomoh,Boys,Barnet,,NW11 9TB,15,3,37 Elmcroft Crescent,London,Other Independent School,524148,187733,51.574802352670496,-0.20988504782722398
,,Finchley and Acton Yochien School,Mixed,Barnet,Finchley,N3 1UE,6,2,6 Hendon Avenue,London,Other Independent School,524719,190449,51.59908483159081,-0.20068563739730547
,,Burbage School,Mixed,Hackney,Hackney,N1 5JD,11,3,Ivy Street,London,Community School,533197,183412,51.533908821475706,-0.08101626091927268
Kennington,,Kennington Park Bridge To School,Mixed,Lambeth,20 Kennington Park Gardens,SE11 4AX,11,5,Kennington Park Children's Centre,London,Pupil Referral Unit,531571,177681,51.48278797771028,-0.1065815629159049
,,Grange Primary School,Mixed,Ealing,Ealing,W5 4HN,11,4,Church Gardens,London,Community School,517751,179695,51.50393246802707,-0.3048373469986729
,,Hillingdon Primary School,Mixed,Hillingdon,Hillingdon,UB10 0PH,11,3,Uxbridge Road,Uxbridge,Community School,507561,182530,51.53144326868399,-0.4507287648084918
,,The Fulham Preparatory School Limited,Mixed,Hammersmith and Fulham,,W14 9SD,13,4,200 Greyhound Road,London,Other Independent School,524397,177903,51.48640514907225,-0.2097626883329322
,,Beis Aharon School,Boys,Hackney,,N16 5JX,13,3,8 Cranwich Road (Basement),London,Other Independent School,533185,187559,51.57117796999535,-0.07962030084422654
,,South Rise Primary School,Mixed,Greenwich,Plumstead,SE18 7PX,11,3,Brewery Road,London,Community School,544713,178425,51.486266149277995,0.08285683885949807
Albert Road,Essex,Havering KS4 PRU,Mixed,Havering,Century Youth House,RM1 2PS,16,14,Arc Pru,Romford,Pupil Referral Unit,551922,188320,51.573282131467856,0.1908698286255258
,,Green Gables Montessori Primary School,Mixed,Tower Hamlets,,E1W 2RG,11,3,4 Wapping Lane,London,Other Independent School,534831,180704,51.509186472365656,-0.05850787977473434
,,The Woodbridge Park Education Service,Mixed,Hounslow,,TW7 5ED,18,5,24 Wood Lane,Isleworth,Pupil Referral Unit,515783,176760,51.47795989233613,-0.3341407828570935
,,Behaviour Support Service,Mixed,Enfield,Addison Avenue,N14 4AL,11,5,Addison House,London,Pupil Referral Unit,528973,195443,51.64300637022943,-0.13746386544526282
,,Montem Primary School,Mixed,Islington,,N7 7QT,11,3,Hornsey Road,London,Community School,530782,186383,51.56117191892182,-0.11471061601975069
,,The Moriah Jewish Day School,Mixed,Harrow,,HA5 1JF,11,3,Cannon Lane,Pinner,Voluntary Aided School,512051,187476,51.57502458561973,-0.3844518175662206
,,Cavendish School,Mixed,Southwark,58 Hawkstone Road,SE16 2PA,16,11,Lady Gomm House,London,Other Independent Special School,535379,178763,51.49161322932268,-0.05136045054744311
,,James Wolfe Primary School and Centre for the Deaf,Mixed,Greenwich,Greenwich,SE10 9LA,11,3,Randall Place,London,Community School,538073,177440,51.479073736774644,-0.013097445549589628
,,Bonneville Primary School,Mixed,Lambeth,,SW4 9LB,11,3,Bonneville Gardens,London,Community School,529358,174325,51.45313844096047,-0.13966057024791395
Hendon,,Ayesha Community School,Mixed,Barnet,10 Montagu Road,NW4 3ES,19,4,Montagu Road Campus,London,Other Independent School,522147,187851,51.57629956773368,-0.23870432342365663
,,Westminster Academy,Mixed,Westminster,255 Harrow Road,W2 5EZ,18,11,Naim Dangoor Centre,London,Academy Sponsor Led,525509,181766,51.5208763769547,-0.19238248758897092
,,Phil Edwards Pupil Referral Unit,Mixed,Croydon,,SE19 2RU,16,11,17 Sylvan Road,London,Pupil Referral Unit,533713,169821,51.41165233669883,-0.07871972088814634
,,St James Junior School,Mixed,Hammersmith and Fulham,Olympia,W14 8SH,11,4,Earsby Street,London,Other Independent School,524403,178848,51.49489662488073,-0.20934359069786773
,,Virgo Fidelis Convent Senior School,Girls,Croydon,Upper Norwood,SE19 1RS,18,11,147 Central Hill,London,Voluntary Aided School,532588,170889,51.421514002980416,-0.09448732184000727
,,Wentworth Tutorial College,Mixed,Barnet,,NW11 9LH,19,14,6-10 Brentmead Place,London,Other Independent School,523927,188384,51.5807014518956,-0.21284299201945592
Hampstead,,The Academy School,Mixed,Camden,Rosslyn Hill,NW3 1NG,14,6,2 Pilgrims Place,London,Other Independent School,526729,185626,51.5552933839776,-0.1734195472143515
,Essex,Maytime Preparatory School,Mixed,Redbridge,,IG1 3AF,8,4,87 York Road,Ilford,Other Independent School,543305,186498,51.55916506670147,0.06587296529908129
,Essex,Mayespark Primary School,Mixed,Redbridge,Goodmayes,IG3 9PX,11,3,Goodmayes Lane,Ilford,Community School,546124,186315,51.55679809310548,0.10643330819594966
,Essex,Ray Lodge Primary School,Mixed,Redbridge,,IG8 7JQ,11,4,Snakes Lane East,Woodford Green,Community School,541627,191783,51.607077533753724,0.04381350280625087
,,Elthorne Park High School,Mixed,Ealing,Hanwell,W7 2AH,19,11,Westlea Road,London,Community School,516061,179272,51.50047996885239,-0.32931446122665914
,,Whitchurch Junior School,Mixed,Harrow,,HA7 2EQ,11,7,Wemborough Road,Stanmore,Community School,517594,191239,51.60771614208353,-0.3032418880104559
,,Surrey Square Primary School,Mixed,Southwark,Walworth,SE17 2JY,11,3,Surrey Square,London,Foundation School,533192,178386,51.48874433176485,-0.08298529158633126
,,Newington Green Primary School,Mixed,Islington,Newington Green,N16 8NP,11,3,Matthias Road,London,Community School,532981,185349,51.551366288279276,-0.08339730587616687
,,Rosendale Primary School,Mixed,Lambeth,West Dulwich,SE21 8LR,11,3,Rosendale Road,London,Community School,532270,173625,51.44617560253036,-0.09803716469362299
,Surrey,Rowdown Primary School,Mixed,Croydon,New Addington,CR0 0EG,11,3,Calley Down Crescent,Croydon,Community School,538912,162307,51.34288122371882,-0.0069463431880086865
,,Hill Mead Primary School,Mixed,Lambeth,,SW9 8UE,11,3,Moorland Road,London,Community School,531580,175364,51.46196394694793,-0.10731401523616504
,,Beis Trana Girls' School,Girls,Hackney,,E5 9DH,16,3,186 Upper Clapton Road,London,Other Independent School,534573,187057,51.56633758716544,-0.0597968653077527
,,The Lyceum,Mixed,Hackney,Shoreditch,EC2A 4JH,11,4,6 Paul Street,London,Other Independent School,533010,182129,51.522423336666655,-0.08419476011956117
,Surrey,Educare Small School,Mixed,Kingston upon Thames,,KT2 6DZ,11,3,12 Cowleaze Road,Kingston upon Thames,Other Independent School,518366,169729,51.4142341420445,-0.29931320549691903
,,Menorah Foundation School,Mixed,Barnet,Burnt Oak,HA8 0QS,11,3,Abbots Road,Edgware,Voluntary Aided School,520316,191325,51.60791451020814,-0.26392402195325126
,,St Paul's Steiner School,Mixed,Islington,Islington,N1 2QH,14,2,1 St Paul's Road,London,Other Independent School,532669,184817,51.54665892503439,-0.08809501837193347
,,Jamiatul Ummah School,Boys,Tower Hamlets,,E1 2ND,19,11,56 Bigland Street,London,Other Independent School,534817,181092,51.51267648715556,-0.05856126168039448
Chelsfield,Kent,Browns School,Mixed,Bromley,Hawstead Lane,BR6 7PH,16,6,Cannock House,Orpington,Other Independent Special School,548873,164181,51.3572004441953,0.13674862318310554
Hendon,,London Jewish Girls' High School,Girls,Barnet,18 Raleigh Close,NW4 2TA,16,11,The Community Centre,London,Other Independent School,523157,188902,51.58552535726097,-0.2237684891619258
,,Oakthorpe Primary School,Mixed,Enfield,,N13 6BY,11,4,Tile Kiln Lane,London,Community School,532141,192284,51.61388387638697,-0.09289781988297136
,,St Mary's RC Primary School,Mixed,Brent,,NW6 5ST,11,3,Canterbury Road,London,Voluntary Aided School,525146,183353,51.535219169125575,-0.19704839174306546
,Essex,The Mawney School,Mixed,Havering,,RM7 7HR,11,4,Mawney Road,Romford,Foundation School,550728,188893,51.57875070339468,0.17389935710257068
,,Mustard School,Mixed,Hackney,Nuttall Street,N1 5LR,19,2,Parish Hall,London,Other Independent School,533428,183482,51.5344833636866,-0.07766133960811972
,,Poplar Grove School,Mixed,Brent,Wembley,HA9 9DB,16,14,Poplar Grove,London,Pupil Referral Unit,520484,188052,51.578463578190515,-0.26262186789397357
,Surrey,Spring Park Primary School,Mixed,Croydon,Shirley,CR0 8HQ,11,3,Bridle Road,Croydon,Community School,537228,165357,51.37069836981593,-0.0299333301767152
,,Earlham Primary School,Mixed,Haringey,Wood Green,N22 5HJ,11,3,Earlham Grove,London,Community School,531072,191060,51.60313423329324,-0.10878524355632514
,,"Sacred Heart Catholic Primary School, Battersea",Mixed,Wandsworth,,SW11 2TD,11,3,Este Road,London,Voluntary Aided School,527416,176084,51.46938642671986,-0.16696100472461636
,,Chesterfield School,Mixed,Enfield,,EN3 6BG,11,3,Chesterfield Road,Enfield,Community School,536204,198589,51.669572702926274,-0.03180151804317373
,Kent,Bickley Primary School,Mixed,Bromley,,BR1 2SQ,11,5,Nightingale Lane,Bromley,Community School,541346,168987,51.40230825502399,0.030630816993814133
,,Primary Pupil Referral Unit,Mixed,Hammersmith and Fulham,,SW6 2LG,11,5,Gilstead Road,London,Pupil Referral Unit,525887,176415,51.47270306162268,-0.18884441276321992
,,Pinner Wood School,Mixed,Harrow,,HA5 3RA,11,3,Latimer Gardens,Pinner,Community School,511186,190637,51.603606135611464,-0.395928419270644
,,Haringey Tuition Centre,Mixed,Haringey,Tottenham,N17 6RA,19,4,10 Bruce Grove,London,Pupil Referral Unit,533690,190223,51.594997894036005,-0.07132452600510031
,Essex,The R J Mitchell Primary School,Mixed,Havering,,RM12 5PP,11,4,Tangmere Crescent,Hornchurch,Community School,552937,184858,51.54190283882455,0.20400026256662093
,,Nightingale School,Boys,Wandsworth,Tooting,SW17 7DF,19,5,Beechcroft Road,London,Community Special School,527169,172937,51.441160017835735,-0.17164551454264393
,,Lordship Lane Primary School,Mixed,Haringey,Wood Green,N22 5PS,11,3,Ellenborough Road,London,Community School,532029,190582,51.598615407570705,-0.09515472834023611
,,Ian Mikardo School,Boys,Tower Hamlets,Talwin Street,E3 3LF,16,11,60 William Guy Gardens,London,Community Special School,537887,182528,51.52484013838042,-0.013787108454443829
,,The Cherry Trees School,Boys,Tower Hamlets,Bow,E3 4EA,11,5,68 Campbell Road,London,Community Special School,537437,182567,51.525300197745025,-0.020254323471158815
,,The Bridge Academy,Mixed,Hackney,Hackney,E2 8BA,19,11,Laburnum Street,London,Academy Sponsor Led,533752,183613,51.53558396648696,-0.07294314116200959
,,Britannia Village Primary School,Mixed,Newham,West Silvertown,E16 2AW,11,3,Westwood Road,London,Community School,540674,180244,51.50362974829059,0.025449090489478465
,,Wessex Gardens Primary School,Mixed,Barnet,,NW11 9RR,11,3,Wessex Gardens,London,Community School,524174,187396,51.571768026705136,-0.2096290595944566
,Essex,Cranbrook Primary School,Mixed,Redbridge,,IG1 3PS,11,3,The Drive,Ilford,Community School,542630,187782,51.5708734879391,0.05666308226594293
,Essex,Winston Way Primary School,Mixed,Redbridge,,IG1 2WS,11,3,Winston Way,Ilford,Community School,544347,186548,51.5593488550753,0.08091426513777797
,,Cherry Lane Primary School,Mixed,Hillingdon,,UB7 9DL,11,3,Sipson Road,West Drayton,Community School,506940,178704,51.49717229484181,-0.46083736419064936
,,West Grove Primary School,Mixed,Enfield,Southgate,N14 4LR,11,3,218a Chase Road,London,Community School,529794,194765,51.63672484207861,-0.12585680587166423
Earlsfield,,The Chelsea Group of Children,Mixed,Wandsworth,Waynflete Street,SW18 3QG,11,4,St Andrew's Church Hall,London,Other Independent Special School,526213,172869,51.440762543032584,-0.18541739230088292
Brixton,,New Mind School,Mixed,Lambeth,Overton Road,SW9 7JP,10,3,Suite 9 Warwick House,London,Other Independent School,531264,176128,51.46890304348388,-0.11157666762272543
,,The Moat School,Mixed,Hammersmith and Fulham,Fulham,SW6 6EG,16,11,Bishops Avenue,London,Other Independent Special School,524167,176390,51.47285813961778,-0.2136048750577737
,Essex,Clore Tikva School,Mixed,Redbridge,Barkingside,IG6 2JN,11,3,115 Fulwell Avenue,Ilford,Voluntary Aided School,544180,190430,51.59427293240856,0.0800990417169498
,,Islington Arts and Media School,Mixed,Islington,,N4 3LS,16,11,Turle Road,London,Foundation School,530684,187037,51.567071786407,-0.11588061708736219
Waltham Forest,,Belmont Park School,Mixed,Waltham Forest,Leyton,E10 6DB,16,7,Leyton Green Road,London,Community Special School,538126,188236,51.57607360694499,-0.008104946749615486
,,Betty Layward Primary School,Mixed,Hackney,,N16 9EX,11,3,Clissold Road,London,Community School,532879,186072,51.55788743229989,-0.08459464064947261
,Surrey,Kingsdown Secondary School,Mixed,Croydon,Sanderstead,CR2 9LQ,16,11,112 Orchard Road,South Croydon,Other Independent Special School,534960,160161,51.32454733508707,-0.0644641993987738
,Surrey,Thornton Heath Children's Centre,Mixed,Croydon,,CR7 8RS,5,3,51 Pridham Road,Thornton Heath,LA Nursery School,532630,168142,51.39681792155506,-0.09491001125684519
,,Selhurst Early Years Centre,Mixed,Croydon,South Norwood,SE25 5PL,5,3,23 Dagnall Park,London,LA Nursery School,532985,167413,51.390183635005336,-0.09008303822270998
,,Bruce Grove Primary School,Mixed,Haringey,Tottenham,N17 6UH,11,3,Sperling Road,London,Community School,533636,190050,51.59345607929821,-0.0721694665992547
,,Harry Gosling Primary School,Mixed,Tower Hamlets,,E1 1NT,11,3,Fairclough Street,London,Community School,534299,181195,51.51372534397305,-0.06598225549145671
,,Rotherfield Primary School,Mixed,Islington,Islington,N1 3EE,11,3,Rotherfield Street,London,Community School,532543,183917,51.53860075080351,-0.0902496852124689
,,Poole's Park Primary School,Mixed,Islington,Finsbury Park,N4 3NW,11,3,Lennox Road,London,Community School,530937,186804,51.56491929600627,-0.11231920630394579
,,Pinkwell Primary School,Mixed,Hillingdon,,UB3 1PG,11,3,Pinkwell Lane,Hayes,Community School,508426,178846,51.49816581559168,-0.4393954569475609
,,Darul Hadis Latifiah,Mixed,Tower Hamlets,,E2 0HW,19,11,1 Cornwall Avenue,London,Other Independent School,535110,182631,51.52643638201419,-0.05375200136790713
,,Harris Academy Bermondsey,Girls,Southwark,,SE16 3TZ,18,11,55 Southwark Park Road,London,Academy Sponsor Led,534017,178910,51.493258430946135,-0.07091109563525973
,,Claremont Primary School,Mixed,Barnet,Cricklewood,NW2 1AB,11,3,Claremont Road,London,Community School,523635,186708,51.565703320832256,-0.21764425665222176
,,Burlington Danes Academy,Mixed,Hammersmith and Fulham,,W12 0HR,18,11,Wood Lane,London,Academy Sponsor Led,522925,181489,51.5189547340798,-0.22970360749362415
,,The Study Centre,Mixed,Ealing,Ealing,W13 0LR,16,12,Compton Close,London,Pupil Referral Unit,516600,180700,51.51320341748075,-0.32108112040123665
,,London Bunka Yochien School,Mixed,Ealing,Acton,W3 0BP,6,3,307a Horn Lane,London,Other Independent School,520329,181400,51.51871335470979,-0.2671305991788704
,,Park View,Mixed,Haringey,,N15 3RB,16,11,Langham Road,London,Community School,532381,189320,51.587192118650684,-0.09055126275593162
,Surrey,Maple House School,Mixed,Croydon,,CR7 8LY,11,3,23-27 Parchmore Road,Thornton Heath,Other Independent School,532292,168458,51.3997365621481,-0.09964795816927098
,,Canonbury Primary School,Mixed,Islington,,N1 2UT,11,3,Canonbury Road,London,Community School,531811,184603,51.54493672405053,-0.10054140810078058
,Essex,Gascoigne Primary School,Mixed,Barking and Dagenham,,IG11 7DR,11,3,Gascoigne Road,Barking,Community School,544442,183568,51.53254790292856,0.08106147982315148
,,Tabernacle School,Mixed,Kensington and Chelsea,Holland Park,W11 4RS,18,3,32 St Ann's Villas,London,Other Independent School,523982,180245,51.507544000955164,-0.2149144474982725
,Essex,Wykeham Primary School,Mixed,Havering,,RM12 4BP,11,4,Rainsford Way,Hornchurch,Community School,552089,187056,51.561880392516926,0.19273118832392355
,,Greek Primary School of London,Mixed,Ealing,Acton,W3 9JR,11,4,3 Pierrepoint Road,London,Other Independent School,519880,180631,51.5118974626451,-0.2738599503286624
,,Hitherfield Primary School,Mixed,Lambeth,Streatham,SW16 2JQ,11,3,Hitherfield Road,London,Community School,531122,172473,51.43608968365001,-0.11497331713991606
,Surrey,Tudor Lodge School,Mixed,Croydon,Woodcote,CR8 3NA,16,11,92 Foxley Lane,Purley,Other Independent Special School,530285,162101,51.34307116892943,-0.130810507799135
,Hertfordshire,Susi Earnshaw Theatre School,Mixed,Barnet,,EN5 5SJ,16,11,68 High Street,Barnet,Other Independent School,524619,196472,51.65323464566481,-0.19998764606821173
,,Alexander McLeod Primary School,Mixed,Greenwich,,SE2 0QS,11,5,Fuchsia Street,London,Community School,546803,178377,51.48529660183742,0.11291634736826135
,,Hugh Myddelton Primary School,Mixed,Islington,,EC1R 1YJ,11,3,Myddelton Street,London,Community School,531473,182684,51.52777042915881,-0.10612879195792621
,,Brunswick Park Primary School,Mixed,Southwark,,SE5 7QH,11,3,Picton Street,London,Community School,532820,177188,51.47806595392999,-0.08879025276711844
,Essex,Hunters Hall Primary School,Mixed,Barking and Dagenham,,RM10 8DE,11,3,Alibon Road,Dagenham,Community School,549595,185391,51.54758686939409,0.15607152460976104
,Essex,Southwood Primary School,Mixed,Barking and Dagenham,,RM9 5LT,11,3,Keppel Road,Dagenham,Community School,548106,185779,51.55146557611827,0.13477657433470372
,,Portway Primary School,Mixed,Newham,Plaistow,E13 0JW,11,3,Stratford Road,London,Community School,540055,183597,51.533912939129365,0.01786787016319511
,Essex,Christchurch Primary School,Mixed,Redbridge,,IG1 4LQ,11,3,Wellesley Road,Ilford,Community School,544066,187093,51.564317712811665,0.07708669015122926
,,Old Ford Primary School,Mixed,Tower Hamlets,Bow,E3 5LD,11,3,Wrights Road,London,Community School,536596,183433,51.533286049136095,-0.03203387599737198
,Middlesex,Harrow College,Mixed,Harrow,Harrow Weald,HA3 6RR,99,16,Brookshill,Harrow,Further Education,515088,191765,51.61296089109822,-0.33924122999459194
,,Muswell Hill Primary School,Mixed,Haringey,,N10 3ST,11,4,Muswell Hill,London,Community School,528962,189695,51.5913542897285,-0.13973617606196445
,,Henry Fawcett Primary School,Mixed,Lambeth,,SE11 5BZ,11,3,Bowling Green Street,London,Community School,531198,177886,51.48471680585081,-0.11187401960088868
,,Risley Avenue Primary School,Mixed,Haringey,Tottenham,N17 7AB,11,3,The Roundway,London,Community School,533204,190768,51.60001043375537,-0.07812981165894839
,,Gallions Primary School,Mixed,Newham,Beckton,E6 6WG,11,3,Warwall,London,Community School,543682,181384,51.513117216065474,0.06922229861947778
,Surrey,Harris Academy Merton,Mixed,Merton,,CR4 1BP,18,11,Wide Way,Mitcham,Academy Sponsor Led,529866,168628,51.401824446290476,-0.13444002808331712
,,Kisharon College,Mixed,Barnet,Hendon,NW4 1TP,99,16,54 Parson Street,London,Special College,523412,189671,51.59238060878021,-0.21981967355769289
Acton,,Leap Service -  the National Autistics Society,Mixed,Ealing,Mill Hill Road,W3 8RR,99,16,Woodlands Building,London,Special College,519700,179954,51.50585113632579,-0.2766821498469692
,,Avigdor Hirsch Torah Temimah Primary School,Boys,Brent,Dollis Hill,NW2 6RJ,11,3,Parkside,London,Voluntary Aided School,522571,185971,51.55931190515709,-0.23324389045556218
,,Nash College,Mixed,Bromley,Hayes,BR2 7AG,25,16,Croydon Road,Bromley,Special College,539695,165532,51.37166989851373,0.005553604334791444
,Surrey,Kingsley Primary School,Mixed,Croydon,,CR0 3JT,11,3,Thomson Crescent,Croydon,Community School,531106,166397,51.381489944027564,-0.11744743015570082
,,St Antony's RC Primary School,Mixed,Newham,Forest Gate,E7 9PN,11,3,Upton Avenue,London,Voluntary Aided School,540527,184370,51.54074175698709,0.024976674324227826
,,The Royal Docks Community School,Mixed,Newham,Custom House,E16 3HS,16,11,Prince Regent Lane,London,Foundation School,541306,181070,51.51089446630711,0.03487945310826182
,Essex,South Park Primary School,Mixed,Redbridge,Seven Kings,IG3 9HF,11,3,Water Lane,Ilford,Community School,545504,186420,51.55790169151493,0.09753978997846088
,,St Mary and St Michael Primary School,Mixed,Tower Hamlets,Stepney,E1 0BD,11,3,Sutton Street,London,Voluntary Aided School,535206,181217,51.51370688768549,-0.05291104956898553
Hillingdon,,Hillingdon Manor School,Mixed,Hillingdon,Harlington Road,UB8 3HD,19,3,Moorcroft Complex,Uxbridge,Other Independent Special School,507624,181664,51.52364755588776,-0.4500852044928009
,Surrey,Orchard Hill College of Further Education,Mixed,Sutton,Woodcote Road,SM6 0NB,99,16,Old Town Hall,Wallington,Special College,528908,163725,51.357979757630844,-0.14998184865954123
,Middlesex,The Noam Primary School,Mixed,Brent,,HA9 8JW,11,3,8-10 Forty Avenue,London,Other Independent School,518634,186194,51.562157148862006,-0.28993385540906036
Colindale,,The Orion Primary School,Mixed,Barnet,Grahame Park,NW9 5FN,11,3,Lanacre Avenue,London,Community School,521526,190545,51.60064496093603,-0.24672947667340522
,,Maria Montessori School,Mixed,Camden,,NW3 5NW,11,1,26 Lyndhurst Gardens,London,Other Independent School,526875,185297,51.55230393850763,-0.1714333454736258
,Middlesex,Acorn Independent College,Mixed,Ealing,,UB1 3HF,19,13,39-47 High Street,Southall,Other Independent School,512969,180394,51.51119018074053,-0.3734815814103096
,Kent,Burwood School,Boys,Bromley,,BR6 9BD,16,7,Avalon Road,Orpington,Community Special School,547509,165568,51.37001888636607,0.117748113403554
,,West Middlesex College,Mixed,Hillingdon,Longbridge Way,UB8 2YG,99,18,Colne Lodge,Uxbridge,Special College,504598,183333,51.539217029460524,-0.4931903581561803
,,Getters Talmud Torah,Boys,Hackney,,N16 5AR,14,3,86 Amhurst Park,London,Other Independent School,532915,187972,51.574952981451474,-0.0833577398195682
,,Kingsford Community School,Mixed,Newham,Beckton,E6 5JG,16,11,Kingsford Way,London,Community School,542700,181463,51.51407576844124,0.055112477363042305
,Kent,Manor Oak Primary School,Mixed,Bromley,St Mary Cray,BR5 3PE,11,3,Sweeps Lane,Orpington,Community School,547926,167914,51.39099039559598,0.12471042043957661
Greenwich,,Greenwich Steiner School,Mixed,Greenwich,90 Mycenae Road,SE3 7SE,13,3,Woodlands,London,Other Independent School,540271,177777,51.48156164972179,0.018666971849706913
,,Sakutu Organisation Montessori,Mixed,Brent,,NW2 6HL,11,3,346 Dollis Hill Lane,London,Other Independent School,523137,186571,51.56458096385845,-0.2248733522678745
,,Westbridge Primary School,Mixed,Wandsworth,Westbridge Road,SW11 3NE,11,3,Bolingbroke Walk,London,Community School,527035,176960,51.47734456390881,-0.172128628919652
,,Victoria Drive Primary Pupil Referral Unit,Mixed,Wandsworth,Southfields,SW19 6HR,11,5,78 Victoria Drive,London,Pupil Referral Unit,528207,175831,51.46693424101041,-0.1556709405163796
,,Springfield Christian School,Mixed,Lewisham,Catford,SE6 4LP,11,2,145 Perry Hill,London,Other Independent School,536700,172471,51.43475435366753,-0.034775224065625346
,Essex,Bancrofts Preparatory School,Mixed,Redbridge,,IG8 0RF,11,7,611-627 High Road,Woodford Green,Other Independent School,540401,193151,51.61967669792962,0.02666866802590485
,,St John and St James CofE Primary School,Mixed,Hackney,Hackney,E9 6DX,11,3,Isabella Road,London,Voluntary Aided School,535310,185044,51.54807222771343,-0.049944146793668064
,,Portman Early Childhood Centre,Mixed,Westminster,,NW8 8DE,5,3,12-18 Salisbury Street,London,LA Nursery School,527133,182034,51.52292195812891,-0.16889149230058914
,Surrey,Aragon Primary School,Mixed,Merton,,SM4 4QU,11,3,Aragon Road,Morden,Community School,523946,166995,51.38847161998235,-0.22006960232942097
,Surrey,Garden Primary School,Mixed,Merton,,CR4 1JW,11,3,Abbotts Road,Mitcham,Community School,529751,168655,51.402093387005436,-0.13608244580865972
,Surrey,Malmesbury Primary School,Mixed,Merton,,SM4 6HG,11,3,Malmesbury Road,Morden,Community School,526267,166961,51.38765482372797,-0.18674293976443124
,,"Saint Cecilia's, Wandsworth Church of England School",Mixed,Wandsworth,,SW18 5JR,18,11,Sutherland Grove,London,Voluntary Aided School,524589,173511,51.44689151968015,-0.20854545063191854
,,Highfield Primary School,Mixed,Enfield,,N21 3HE,11,3,Highfield Road,London,Community School,532041,194019,51.62949854613207,-0.09368790167385503
,,Thames Christian College,Mixed,Wandsworth,,SW11 2HB,16,11,Wye Street,London,Other Independent School,526851,175902,51.467877635136745,-0.17515615806336923
,,Kingsgate Primary School,Mixed,Camden,,NW6 4LB,11,3,Kingsgate Road,London,Community School,525140,184253,51.54330875074406,-0.19681519459259444
,,Seven Sisters Primary School,Mixed,Haringey,,N15 5QE,11,3,South Grove,London,Community School,532970,188826,51.582614324060145,-0.0822414970399075
,,Highlands School,Mixed,Enfield,,N21 1QQ,18,11,148 Worlds End Lane,London,Community School,530985,196131,51.648724335114565,-0.10814599875656586
,Middlesex,Crane Park Primary School,Mixed,Hounslow,Hanworth,TW13 5LN,11,3,Norman Avenue,Feltham,Community School,512518,172690,51.44203724685241,-0.38242897372839413
,,Fairholme Primary School,Mixed,Hounslow,Bedfont,TW14 8ET,11,3,Peacock Avenue,Feltham,Community School,508889,173237,51.44766241111993,-0.43445483297437937
